ID,Total Tasks,Task Completion Rate,Error Rate,Attendance,Productivity Score
1149,70,10,10,60,38
1150,70,70,80,60,70
1151,90,60,10,20,51
1152,90,50,50,40,60
1153,30,80,40,40,49
1154,50,10,40,20,30
1155,70,20,90,60,57
1156,80,20,90,20,52
1157,10,60,30,90,45
1158,60,20,30,40,38
1159,90,10,20,10,36
1160,70,10,40,70,46
1161,90,40,50,60,61
1162,20,40,50,40,36
1163,60,60,70,30,56
1164,50,30,80,70,54
1165,40,30,50,70,45
1166,80,50,50,10,51
1167,40,90,40,80,63
1168,10,90,80,20,50
1169,70,60,10,90,59
1170,20,50,50,20,35
1171,80,90,30,10,59
1172,30,40,50,60,43
1173,90,10,80,80,62
1174,70,20,80,60,55
1175,20,40,70,20,36
1176,90,10,20,50,44
1177,90,70,80,10,66
1178,70,40,70,30,53
1179,30,10,70,30,32
1180,80,70,30,90,69
1181,90,10,90,60,60
1182,70,30,70,20,48
1183,10,80,30,60,45
1184,70,40,20,70,51
1185,30,80,80,70,63
1186,50,30,30,30,36
1187,90,20,30,10,41
1188,40,90,80,20,59
1189,30,20,10,20,21
1190,40,40,90,20,46
1191,80,40,20,60,52
1192,30,10,90,60,42
1193,60,30,40,70,49
1194,80,30,30,40,47
1195,90,50,90,90,78
1196,10,20,40,70,31
1197,80,10,50,90,55
1198,10,50,70,10,34
1199,70,40,70,10,49
1200,20,40,90,20,40
1201,30,50,40,10,34
1202,10,60,80,60,49
1203,40,50,60,60,51
1204,90,10,30,70,50
1205,10,70,20,30,34
1206,70,80,80,80,77
1207,10,30,60,80,40
1208,60,70,50,70,63
1209,40,30,40,40,37
1210,30,50,90,60,54
1211,90,20,40,60,53
1212,40,80,70,20,54
1213,50,30,40,80,48
1214,60,80,80,50,68
1215,70,40,90,80,67
1216,40,50,70,20,45
1217,40,50,40,80,51
1218,30,80,70,60,59
1219,50,80,30,10,47
1220,20,30,90,30,39
1221,20,70,30,50,43
1222,60,30,50,70,51
1223,40,80,80,30,58
1224,80,30,30,90,57
1225,90,80,70,30,71
1226,90,80,20,30,61
1227,30,20,20,60,31
1228,10,70,70,90,56
1229,30,40,60,30,39
1230,40,80,70,80,66
1231,50,40,60,60,51
1232,70,40,20,20,41
1233,30,50,40,60,44
1234,80,70,10,10,49
1235,70,50,10,30,44
1236,40,60,90,20,52
1237,40,90,60,80,67
1238,30,70,30,60,48
1239,90,10,60,70,56
1240,20,20,40,40,28
1241,70,40,40,90,59
1242,40,10,80,10,33
1243,80,10,80,10,45
1244,70,30,30,30,42
1245,90,30,70,80,66
1246,10,10,20,60,22
1247,40,50,60,80,55
1248,30,60,50,10,39
1249,60,30,70,20,45
1250,60,10,40,90,47
1251,60,40,10,60,44
1252,90,60,10,60,59
1253,60,10,80,90,55
1254,40,40,50,30,40
1255,80,20,10,40,40
1256,40,30,80,80,53
1257,90,60,60,10,59
1258,10,90,20,30,40
1259,30,20,40,90,41
1260,30,70,10,30,38
1261,50,70,10,50,48
1262,10,50,60,50,40
1263,30,90,60,60,60
1264,50,30,40,80,48
1265,90,40,10,60,53
1266,60,50,50,80,59
1267,80,40,50,80,62
1268,80,70,10,10,49
1269,50,50,50,10,42
1270,30,60,90,60,57
1271,40,20,20,20,26
1272,50,40,30,90,51
1273,20,30,90,40,41
1274,30,70,90,90,66
1275,40,50,10,30,35
1276,30,80,30,40,47
1277,50,20,60,60,45
1278,30,70,80,40,54
1279,80,60,10,80,60
1280,90,70,70,60,74
1281,90,40,70,20,57
1282,10,20,20,70,27
1283,20,20,90,70,44
1284,80,10,40,50,45
1285,40,80,70,70,64
1286,90,90,10,50,66
1287,70,20,80,90,61
1288,40,80,20,40,48
1289,20,40,60,90,48
1290,20,40,40,10,28
1291,20,30,90,60,45
1292,90,40,20,50,53
1293,80,70,90,50,73
1294,60,20,80,10,42
1295,60,80,90,10,62
1296,70,70,40,40,58
1297,30,50,90,80,58
1298,40,70,10,90,53
1299,60,80,70,60,68
1300,40,20,60,10,32
1301,80,50,90,40,65
1302,40,40,30,30,36
1303,50,80,70,70,67
1304,90,30,60,60,60
1305,70,80,80,50,71
1306,20,50,90,70,53
1307,10,40,60,50,37
1308,10,10,50,90,34
1309,80,70,30,40,59
1310,10,40,30,80,37
1311,70,70,70,60,68
1312,20,80,30,30,42
1313,70,20,80,20,47
1314,20,90,70,90,65
1315,40,80,30,10,44
1316,90,10,90,50,58
1317,50,80,20,30,49
1318,70,30,10,30,38
1319,50,80,90,80,73
1320,30,20,60,20,31
1321,70,80,90,40,71
1322,70,80,10,30,53
1323,80,40,30,60,54
1324,70,60,50,10,51
1325,90,40,40,90,65
1326,40,40,20,70,42
1327,40,60,60,70,56
1328,10,40,80,40,39
1329,50,10,30,40,32
1330,80,60,80,60,70
1331,40,70,30,80,55
1332,80,60,60,60,66
1333,70,50,20,60,52
1334,40,80,50,30,52
1335,50,30,50,10,36
1336,90,10,60,40,50
1337,50,40,80,50,53
1338,50,20,60,50,43
1339,20,10,70,70,37
1340,20,20,30,30,24
1341,40,40,90,20,46
1342,20,40,60,70,44
1343,90,80,70,30,71
1344,90,30,60,40,56
1345,20,40,70,30,38
1346,50,90,60,60,66
1347,30,10,50,70,36
1348,60,30,20,20,35
1349,10,10,20,90,28
1350,70,80,70,90,77
1351,60,10,50,50,41
1352,50,60,90,10,53
1353,10,60,60,40,41
1354,40,70,10,70,49
1355,80,10,50,80,53
1356,70,10,20,40,36
1357,50,70,90,40,62
1358,40,30,70,30,41
1359,20,60,50,40,42
1360,60,70,20,70,57
1361,70,40,40,10,43
1362,80,20,30,90,54
1363,30,80,80,30,55
1364,70,30,20,50,44
1365,50,90,90,70,74
1366,70,10,30,60,42
1367,90,50,70,60,68
1368,20,20,20,30,22
1369,80,60,50,80,68
1370,20,70,50,80,53
1371,10,50,40,30,32
1372,30,10,20,90,34
1373,70,70,90,40,68
1374,90,60,80,50,71
1375,20,90,80,70,63
1376,70,20,60,90,57
1377,40,90,20,60,55
1378,40,10,60,70,41
1379,30,80,90,10,53
1380,80,30,40,70,55
1381,30,20,10,60,29
1382,60,70,30,40,53
1383,20,40,60,60,42
1384,20,30,60,90,45
1385,40,90,90,80,73
1386,50,90,70,80,72
1387,50,90,10,10,46
1388,50,20,70,10,37
1389,60,10,30,20,31
1390,70,90,30,40,62
1391,60,70,80,40,63
1392,30,60,90,70,59
1393,70,20,90,70,59
1394,70,10,80,70,54
1395,50,20,40,20,33
1396,30,30,20,50,32
1397,30,40,60,20,37
1398,30,70,40,60,50
1399,30,70,80,30,52
1400,20,80,40,90,56
1401,90,80,20,40,63
1402,30,90,60,20,52
1403,70,30,30,60,48
1404,90,10,60,70,56
1405,20,40,80,50,44
1406,80,90,80,90,85
1407,20,30,90,50,43
1408,70,20,40,80,51
1409,70,50,20,70,54
1410,60,60,90,90,72
1411,70,50,60,80,64
1412,90,40,30,70,59
1413,70,70,80,90,76
1414,40,20,50,50,38
1415,50,20,80,20,41
1416,40,30,10,80,39
1417,50,40,80,20,47
1418,70,20,80,50,53
1419,90,40,40,70,61
1420,10,30,70,20,30
1421,50,20,90,60,51
1422,50,50,80,20,50
1423,90,60,40,10,55
1424,40,50,90,60,57
1425,10,60,80,20,41
1426,30,60,50,60,49
1427,70,20,90,50,55
1428,80,80,90,30,72
1429,50,10,60,30,36
1430,80,70,90,70,77
1431,10,20,40,70,31
1432,90,70,70,10,64
1433,40,80,90,10,56
1434,10,20,80,30,31
1435,80,20,40,80,54
1436,50,20,70,50,45
1437,50,10,70,60,44
1438,80,80,90,60,78
1439,50,80,10,80,57
1440,30,20,20,60,31
1441,90,20,60,30,51
1442,10,10,20,50,20
1443,20,20,20,90,34
1444,80,10,20,20,35
1445,90,60,10,60,59
1446,40,60,80,10,48
1447,30,80,30,80,55
1448,30,40,40,50,39
1449,50,80,80,40,63
1450,80,90,60,10,65
1451,60,10,20,70,39
1452,10,90,40,60,50
1453,50,30,20,40,36
1454,90,10,40,20,42
1455,90,90,20,60,70
1456,80,50,40,60,59
1457,80,90,80,70,81
1458,50,50,90,30,54
1459,20,90,90,10,53
1460,30,70,70,70,58
1461,90,90,20,20,62
1462,40,40,40,80,48
1463,10,50,90,20,40
1464,10,20,10,10,13
1465,10,50,20,30,28
1466,40,60,40,10,40
1467,90,70,20,20,56
1468,70,70,60,50,64
1469,20,30,30,80,37
1470,10,90,70,20,48
1471,60,30,10,80,45
1472,20,50,90,50,49
1473,90,70,60,10,62
1474,90,70,60,30,66
1475,10,90,60,10,44
1476,80,20,40,30,44
1477,80,90,20,30,61
1478,40,10,30,70,35
1479,90,90,60,50,76
1480,60,10,50,80,47
1481,40,10,20,90,37
1482,70,10,40,20,36
1483,90,20,20,30,43
1484,20,80,50,40,48
1485,30,70,60,20,46
1486,10,60,80,60,49
1487,70,50,80,20,56
1488,30,90,40,80,60
1489,20,30,20,40,27
1490,10,10,40,60,26
1491,60,50,50,80,59
1492,10,70,90,40,50
1493,10,90,60,90,60
1494,70,10,20,50,38
1495,20,10,80,40,33
1496,10,20,70,60,35
1497,70,90,30,40,62
1498,30,60,40,70,49
1499,90,20,70,90,65
1500,50,50,90,10,50
1501,70,80,80,70,75
1502,30,30,90,10,38
1503,10,30,60,10,26
1504,60,30,40,40,43
1505,50,50,10,30,38
1506,50,30,30,90,48
1507,20,70,80,70,57
1508,20,80,40,40,46
1509,90,60,50,50,65
1510,70,80,90,10,65
1511,10,10,90,40,32
1512,10,60,40,80,45
1513,70,10,40,10,34
1514,50,10,30,30,30
1515,10,70,40,10,34
1516,90,90,80,50,80
1517,90,90,80,70,84
1518,20,90,20,50,47
1519,20,90,90,20,55
1520,70,10,10,40,34
1521,40,70,70,10,49
1522,20,50,20,60,37
1523,90,90,20,10,60
1524,80,60,80,90,76
1525,50,50,10,40,40
1526,20,80,30,30,42
1527,40,40,90,60,54
1528,30,20,50,60,37
1529,70,60,50,50,59
1530,70,80,70,80,75
1531,10,30,40,70,34
1532,90,70,80,30,70
1533,50,20,50,60,43
1534,90,30,40,50,54
1535,80,20,50,90,58
1536,50,90,10,90,62
1537,70,60,80,10,57
1538,10,70,50,80,50
1539,70,40,60,40,53
1540,20,90,70,10,49
1541,50,70,40,20,48
1542,80,10,20,10,33
1543,20,50,40,30,35
1544,90,80,30,70,71
1545,10,20,10,60,23
1546,90,50,90,10,62
1547,60,60,50,70,60
1548,40,50,40,20,39
1549,60,90,50,10,57
1550,40,50,50,50,47
1551,50,70,50,40,54
1552,70,90,10,70,64
1553,90,80,10,70,67
1554,40,70,80,70,63
1555,70,60,60,80,67
1556,80,30,20,30,43
1557,70,70,80,20,62
1558,20,40,60,50,40
1559,10,20,20,40,21
1560,30,30,10,80,36
1561,80,40,10,30,44
1562,70,80,10,10,49
1563,30,80,30,10,41
1564,30,10,90,60,42
1565,30,90,60,40,56
1566,10,50,20,70,36
1567,30,70,30,60,48
1568,60,30,40,30,41
1569,80,40,40,10,46
1570,60,30,70,80,57
1571,80,70,90,90,81
1572,80,10,60,10,41
1573,80,60,70,90,74
1574,70,90,50,40,66
1575,20,80,80,20,50
1576,40,80,50,90,64
1577,60,40,40,50,48
1578,30,80,70,60,59
1579,30,60,90,60,57
1580,60,90,60,20,61
1581,20,30,30,20,25
1582,20,70,10,30,35
1583,10,40,20,10,21
1584,70,60,10,70,55
1585,50,40,50,60,49
1586,70,20,50,40,45
1587,80,50,90,30,63
1588,80,60,10,70,58
1589,50,80,50,20,53
1590,90,60,40,90,71
1591,30,90,50,90,64
1592,80,10,20,20,35
1593,90,80,30,60,69
1594,70,40,70,90,65
1595,30,90,60,90,66
1596,90,70,60,30,66
1597,10,90,30,20,40
1598,90,30,70,30,56
1599,20,70,70,20,45
1600,40,30,40,70,43
1601,40,40,90,40,50
1602,20,10,30,20,19
1603,60,60,60,50,58
1604,70,80,90,80,79
1605,90,40,90,60,69
1606,70,20,30,70,47
1607,40,60,40,10,40
1608,20,50,70,70,49
1609,50,30,80,10,42
1610,80,50,40,50,57
1611,20,10,10,80,27
1612,30,80,80,70,63
1613,80,60,50,40,60
1614,60,90,80,20,65
1615,90,20,90,50,61
1616,80,10,40,80,51
1617,90,10,60,70,56
1618,50,30,20,70,42
1619,70,30,90,60,60
1620,90,40,70,70,67
1621,70,60,90,90,75
1622,60,60,30,20,46
1623,10,60,40,40,37
1624,70,20,60,30,45
1625,30,60,40,40,43
1626,70,50,10,10,40
1627,30,90,30,20,46
1628,30,30,20,80,38
1629,60,70,90,70,71
1630,10,70,10,30,32
1631,70,80,10,10,49
1632,80,50,90,70,71
1633,40,90,40,10,49
1634,10,10,70,20,24
1635,30,40,20,30,31
1636,90,80,70,60,77
1637,70,60,60,80,67
1638,90,60,50,10,57
1639,10,90,60,80,58
1640,10,20,30,70,29
1641,10,60,40,80,45
1642,80,10,40,50,45
1643,60,20,10,10,28
1644,70,50,50,70,60
1645,80,10,60,10,41
1646,50,30,60,60,48
1647,60,60,60,70,62
1648,20,50,50,30,37
1649,30,80,30,40,47
1650,90,30,60,70,62
1651,30,90,10,10,40
1652,40,80,20,60,52
1653,30,40,60,50,43
1654,30,20,40,50,33
1655,60,70,60,80,67
1656,40,30,90,80,55
1657,90,80,50,20,65
1658,10,60,30,30,33
1659,50,50,70,30,50
1660,60,10,20,90,43
1661,10,40,40,20,27
1662,80,40,60,50,58
1663,30,90,60,80,64
1664,60,90,70,20,63
1665,50,80,40,30,53
1666,60,80,60,70,68
1667,90,80,50,50,71
1668,90,60,20,50,59
1669,70,40,30,50,49
1670,10,10,50,60,28
1671,40,60,10,60,44
1672,30,60,30,90,51
1673,90,60,30,30,57
1674,10,10,50,70,30
1675,10,60,60,80,49
1676,50,30,40,50,42
1677,30,50,40,30,38
1678,90,80,40,30,65
1679,10,90,10,40,40
1680,40,50,30,60,45
1681,80,80,70,70,76
1682,20,20,20,70,30
1683,60,30,30,80,49
1684,30,40,80,50,47
1685,70,50,10,40,46
1686,60,30,30,60,45
1687,20,40,20,90,40
1688,80,90,40,30,65
1689,40,10,60,30,33
1690,40,20,80,40,42
1691,10,10,50,50,26
1692,80,40,90,80,70
1693,30,80,40,10,43
1694,90,60,40,90,71
1695,20,10,60,30,27
1696,50,80,40,30,53
1697,70,50,20,10,42
1698,30,20,60,60,39
1699,90,20,70,30,53
1700,10,10,60,80,34
1701,80,20,90,10,50
1702,80,50,80,50,65
1703,90,90,40,80,78
1704,40,20,40,80,42
1705,60,60,20,90,58
1706,20,80,70,60,56
1707,70,30,30,80,52
1708,60,10,80,90,55
1709,50,30,20,60,40
1710,80,30,60,40,53
1711,10,60,80,50,47
1712,20,90,50,20,47
1713,40,70,90,70,65
1714,70,70,70,60,68
1715,20,40,10,30,26
1716,70,50,20,50,50
1717,70,40,20,90,55
1718,50,80,30,30,51
1719,20,50,20,70,39
1720,20,80,20,10,36
1721,20,20,50,10,24
1722,10,90,80,60,58
1723,80,90,70,70,79
1724,40,70,90,90,69
1725,50,70,60,60,60
1726,80,70,80,30,67
1727,80,80,50,10,60
1728,30,40,80,20,41
1729,40,70,80,40,57
1730,40,70,60,40,53
1731,90,50,50,50,62
1732,40,80,10,90,56
1733,50,40,60,30,45
1734,90,50,70,70,70
1735,60,40,40,50,48
1736,80,40,40,80,60
1737,30,10,40,90,38
1738,90,30,70,40,58
1739,20,60,70,40,46
1740,90,30,80,80,68
1741,40,50,30,20,37
1742,90,40,20,50,53
1743,30,50,40,10,34
1744,50,80,30,20,49
1745,50,60,20,90,55
1746,50,30,20,80,44
1747,50,50,90,10,50
1748,10,80,50,10,39
1749,70,50,60,90,66
1750,40,80,90,90,72
1751,30,90,70,60,62
1752,60,50,70,70,61
1753,50,40,20,90,49
1754,60,10,40,40,37
1755,10,70,30,50,40
1756,40,70,20,70,51
1757,90,50,20,90,64
1758,90,60,60,40,65
1759,90,20,70,20,51
1760,70,80,30,60,63
1761,50,70,30,90,60
1762,50,50,30,70,50
1763,40,30,50,60,43
1764,50,10,60,60,42
1765,10,40,80,40,39
1766,10,30,90,60,42
1767,40,90,90,40,65
1768,50,90,30,70,62
1769,30,40,90,10,41
1770,10,80,70,80,57
1771,10,30,10,60,26
1772,10,40,90,10,35
1773,50,40,20,30,37
1774,20,60,80,90,58
1775,60,80,70,90,74
1776,30,70,70,80,60
1777,50,10,20,80,38
1778,50,10,40,10,28
1779,90,40,40,30,53
1780,10,40,80,40,39
1781,80,90,70,50,75
1782,50,70,60,80,64
1783,70,70,50,70,66
1784,30,30,90,90,54
1785,20,30,20,90,37
1786,80,10,90,20,49
1787,40,30,80,90,55
1788,50,10,10,90,38
1789,90,60,60,70,71
1790,70,60,30,50,55
1791,80,30,50,20,47
1792,80,30,60,30,51
1793,10,90,90,10,50
1794,70,20,10,70,43
1795,10,50,90,20,40
1796,80,80,20,90,70
1797,60,50,30,80,55
1798,10,60,10,50,33
1799,10,40,50,70,39
1800,40,30,30,70,41
1801,10,30,70,90,44
1802,40,80,30,40,50
1803,20,10,80,70,39
1804,20,90,40,60,53
1805,60,40,50,60,52
1806,80,40,50,40,54
1807,10,60,70,60,47
1808,20,80,80,40,54
1809,70,20,40,80,51
1810,30,20,70,70,43
1811,80,20,80,80,62
1812,50,50,30,30,42
1813,30,70,20,40,42
1814,20,30,40,70,37
1815,90,70,80,60,76
1816,60,60,50,70,60
1817,40,10,70,10,31
1818,40,90,60,40,59
1819,30,20,90,10,35
1820,60,80,40,60,62
1821,10,80,50,30,43
1822,60,30,90,80,61
1823,80,70,40,50,63
1824,20,80,90,40,56
1825,60,10,10,50,33
1826,40,20,30,10,26
1827,60,70,90,20,61
1828,20,50,90,50,49
1829,20,80,30,20,40
1830,90,90,30,60,72
1831,20,60,10,60,38
1832,70,20,40,70,49
1833,50,10,60,60,42
1834,50,90,20,20,50
1835,40,40,40,80,48
1836,70,60,10,90,59
1837,70,40,50,30,49
1838,50,90,60,70,68
1839,60,10,20,60,37
1840,80,10,60,70,53
1841,10,20,70,40,31
1842,80,10,50,60,49
1843,80,80,50,50,68
1844,80,30,70,30,53
1845,20,30,10,10,19
1846,80,20,50,70,54
1847,70,60,90,80,73
1848,70,50,50,30,52
1849,70,20,10,80,45
1850,20,90,40,40,49
1851,10,20,70,90,41
1852,60,60,80,50,62
1853,80,10,10,20,33
1854,10,70,70,90,56
1855,20,70,40,60,47
1856,90,70,10,50,60
1857,60,50,60,40,53
1858,90,30,90,10,56
1859,40,30,80,10,39
1860,10,20,50,30,25
1861,10,40,70,40,37
1862,30,70,80,40,54
1863,30,10,50,80,38
1864,20,10,20,90,31
1865,40,40,90,10,44
1866,80,60,50,70,66
1867,20,20,60,60,36
1868,20,70,80,70,57
1869,80,10,50,20,41
1870,70,70,70,10,58
1871,70,10,50,60,46
1872,60,90,10,30,53
1873,30,20,60,10,29
1874,60,80,40,30,56
1875,80,70,70,70,73
1876,90,10,60,10,44
1877,70,50,70,90,68
1878,80,20,50,90,58
1879,60,60,10,70,52
1880,10,90,40,20,42
1881,60,30,80,50,53
1882,20,60,30,90,48
1883,40,90,50,80,65
1884,70,10,10,70,40
1885,50,10,50,50,38
1886,50,30,20,80,44
1887,90,70,70,50,72
1888,50,10,30,60,36
1889,60,80,10,10,46
1890,10,30,40,20,24
1891,30,60,70,40,49
1892,10,40,30,20,25
1893,10,10,90,20,28
1894,80,20,80,20,50
1895,30,10,60,40,32
1896,90,70,90,30,72
1897,40,30,20,80,41
1898,40,70,40,60,53
1899,90,70,60,60,72
1900,10,40,50,30,31
1901,50,80,40,70,61
1902,60,30,10,70,43
1903,30,80,50,80,59
1904,80,60,80,60,70
1905,80,70,20,70,63
1906,60,50,90,10,53
1907,40,10,90,60,45
1908,80,70,30,30,57
1909,20,50,70,70,49
1910,50,10,90,10,38
1911,50,30,30,40,38
1912,20,40,90,70,50
1913,70,20,40,20,39
1914,40,30,10,90,41
1915,50,60,80,90,67
1916,90,60,20,40,57
1917,20,60,40,20,36
1918,50,20,90,80,55
1919,20,90,10,90,53
1920,20,80,60,70,56
1921,30,60,50,10,39
1922,60,30,70,30,47
1923,40,30,90,70,53
1924,40,60,50,40,48
1925,10,90,70,20,48
1926,10,40,50,40,33
1927,40,10,90,60,45
1928,60,60,70,30,56
1929,70,30,10,30,38
1930,90,90,70,40,76
1931,40,80,40,20,48
1932,60,50,30,30,45
1933,80,50,20,20,47
1934,20,70,20,30,37
1935,70,20,40,60,47
1936,60,20,10,50,36
1937,70,90,60,70,74
1938,40,10,60,20,31
1939,80,10,10,30,35
1940,10,20,30,10,17
1941,80,50,20,50,53
1942,10,90,40,20,42
1943,40,60,70,10,46
1944,10,70,50,90,52
1945,20,50,50,90,49
1946,60,60,80,60,64
1947,60,30,20,70,45
1948,70,50,10,10,40
1949,10,50,30,40,32
1950,90,90,80,30,76
1951,70,10,50,70,48
1952,50,10,70,20,36
1953,10,40,70,20,33
1954,90,50,80,50,68
1955,90,80,90,80,85
1956,50,50,60,90,60
1957,90,20,70,90,65
1958,80,20,40,20,42
1959,10,50,10,10,22
1960,50,20,50,10,33
1961,40,70,80,30,55
1962,40,20,70,70,46
1963,60,40,40,90,56
1964,10,90,60,70,56
1965,60,80,20,40,54
1966,50,40,60,50,49
1967,40,60,70,80,60
1968,50,50,10,60,44
1969,70,50,30,10,44
1970,70,40,20,60,49
1971,60,20,20,30,34
1972,50,30,30,40,38
1973,10,60,40,60,41
1974,30,40,60,90,51
1975,60,80,70,20,60
1976,50,20,80,30,43
1977,10,20,50,90,37
1978,30,10,60,70,38
1979,80,30,50,60,55
1980,70,40,90,90,69
1981,30,40,10,50,33
1982,30,10,40,70,34
1983,30,50,10,70,40
1984,80,40,20,90,58
1985,20,30,40,60,35
1986,90,60,60,60,69
1987,70,90,70,20,66
1988,30,70,50,70,54
1989,50,80,90,80,73
1990,40,50,20,10,33
1991,30,20,50,80,41
1992,50,50,20,40,42
1993,90,70,90,20,70
1994,70,90,20,40,60
1995,90,20,10,50,45
1996,90,50,20,20,50
1997,60,80,80,80,74
1998,10,10,50,80,32
1999,70,30,20,50,44
2000,60,90,60,30,63
2001,40,40,60,60,48
2002,80,70,20,90,67
2003,80,40,80,70,66
2004,60,10,70,70,49
2005,20,60,30,90,48
2006,50,90,20,90,64
2007,50,30,60,60,48
2008,80,50,20,50,53
2009,10,30,90,50,40
2010,10,60,30,20,31
2011,90,80,30,60,69
2012,90,20,60,40,53
2013,50,10,20,40,30
2014,40,10,80,70,45
2015,10,20,90,90,45
2016,60,80,70,10,58
2017,90,20,40,70,55
2018,80,10,20,90,49
2019,10,20,10,20,15
2020,90,40,60,20,55
2021,10,80,10,60,41
2022,60,70,10,60,53
2023,30,10,20,70,30
2024,60,20,50,60,46
2025,40,60,50,20,44
2026,30,50,60,80,52
2027,60,40,10,80,48
2028,10,80,30,50,43
2029,10,10,40,50,24
2030,70,80,50,70,69
2031,90,20,60,20,49
2032,80,80,40,60,68
2033,90,70,70,20,66
2034,60,90,20,20,53
2035,60,70,10,80,57
2036,40,10,80,60,43
2037,30,90,20,60,52
2038,80,80,20,70,66
2039,40,20,50,90,46
2040,50,60,60,70,59
2041,20,30,70,80,45
2042,60,30,60,40,47
2043,70,40,70,10,49
2044,30,50,50,50,44
2045,80,20,90,90,66
2046,20,80,80,80,62
2047,30,70,90,30,54
2048,80,70,90,80,79
2049,30,10,80,30,34
2050,50,80,60,60,63
2051,30,40,50,80,47
2052,30,60,70,50,51
2053,40,10,30,50,31
2054,60,60,10,60,50
2055,10,80,70,50,51
2056,30,40,60,30,39
2057,80,50,70,40,61
2058,70,80,50,90,73
2059,60,70,40,90,65
2060,80,10,30,70,47
2061,90,50,60,50,64
2062,30,60,10,20,33
2063,60,30,30,20,37
2064,70,20,90,50,55
2065,50,10,70,80,48
2066,90,10,20,60,46
2067,40,80,80,30,58
2068,60,60,70,10,52
2069,90,30,70,20,54
2070,10,30,40,60,32
2071,80,10,90,40,53
2072,70,60,60,50,61
2073,20,10,90,40,35
2074,50,70,10,90,56
2075,50,70,30,50,52
2076,30,70,20,10,36
2077,40,30,50,20,35
2078,40,70,80,70,63
2079,30,70,40,70,52
2080,70,80,90,40,71
2081,20,50,30,20,31
2082,70,80,30,70,65
2083,90,50,80,20,62
2084,30,20,20,80,35
2085,40,20,30,30,30
2086,90,80,30,70,71
2087,30,60,50,90,55
2088,90,90,80,50,80
2089,70,10,60,40,44
2090,50,10,10,80,36
2091,40,40,10,80,42
2092,70,20,30,60,45
2093,30,70,50,10,42
2094,50,60,20,30,43
2095,70,60,60,80,67
2096,60,50,60,40,53
2097,10,80,10,60,41
2098,70,40,80,80,65
2099,20,60,10,40,34
2100,90,70,10,80,66
2101,20,50,50,80,47
2102,70,70,20,60,58
2103,10,10,60,40,26
2104,50,10,80,40,42
2105,30,60,10,70,43
2106,60,80,30,70,62
2107,20,60,50,10,36
2108,70,90,60,10,62
2109,80,70,80,70,75
2110,60,20,80,50,50
2111,80,20,80,70,60
2112,80,80,60,90,78
2113,60,20,50,10,36
2114,50,70,90,40,62
2115,30,20,40,40,31
2116,10,20,20,40,21
2117,80,50,60,50,61
2118,20,80,60,60,54
2119,40,60,80,30,52
2120,20,30,10,20,21
2121,10,40,70,60,41
2122,40,90,90,50,67
2123,20,10,90,40,35
2124,80,50,80,40,63
2125,60,70,80,30,61
2126,60,40,30,60,48
2127,80,20,60,90,60
2128,40,30,10,50,33
2129,40,80,90,80,70
2130,50,10,20,10,24
2131,20,30,80,80,47
2132,70,20,40,10,37
2133,60,10,50,10,33
2134,20,80,20,60,46
2135,40,10,80,70,45
2136,90,10,80,10,48
2137,20,80,90,50,58
2138,30,10,70,60,38
2139,50,60,90,60,63
2140,20,60,60,30,42
2141,20,40,60,50,40
2142,10,90,20,50,44
2143,50,70,20,70,54
2144,20,70,10,80,45
2145,90,10,30,40,44
2146,30,20,50,20,29
2147,70,10,80,80,56
2148,40,60,20,80,50
2149,30,90,50,10,48
2150,30,90,60,80,64
2151,70,80,30,70,65
2152,50,80,70,80,69
2153,80,60,10,70,58
2154,80,10,20,40,39
2155,60,60,10,80,54
2156,10,50,60,90,48
2157,60,30,90,70,59
2158,70,10,30,10,32
2159,70,70,40,30,56
2160,50,60,30,40,47
2161,50,60,90,60,63
2162,20,10,20,10,15
2163,50,30,20,20,32
2164,50,80,70,40,61
2165,30,80,20,70,51
2166,20,70,10,20,33
2167,90,40,50,10,51
2168,60,80,90,10,62
2169,70,80,10,40,55
2170,40,40,30,10,32
2171,10,70,70,70,52
2172,50,20,70,50,45
2173,20,90,20,60,49
2174,80,90,20,50,65
2175,80,60,30,70,62
2176,80,10,60,70,53
2177,60,50,10,70,49
2178,50,70,40,50,54
2179,20,90,60,10,47
2180,20,80,40,30,44
2181,20,60,80,30,46
2182,30,80,90,60,63
2183,50,30,50,10,36
2184,30,90,60,80,64
2185,90,70,20,40,60
2186,10,20,50,80,35
2187,80,20,20,70,48
2188,10,90,90,90,66
2189,70,60,10,30,47
2190,10,70,90,50,52
2191,20,60,80,30,46
2192,20,70,90,30,51
2193,40,60,60,50,52
2194,30,90,90,70,68
2195,70,30,60,50,52
2196,50,80,70,10,55
2197,30,60,50,50,47
2198,50,90,10,80,60
2199,20,80,20,20,38
2200,40,70,10,70,49
2201,10,70,20,60,40
2202,10,80,50,80,53
2203,40,30,20,50,35
2204,20,60,20,70,42
2205,30,10,10,50,24
2206,90,40,60,50,61
2207,10,90,70,90,62
2208,40,20,40,70,40
2209,80,50,40,80,63
2210,60,60,20,10,42
2211,30,10,20,80,32
2212,10,80,60,10,41
2213,60,20,50,90,52
2214,30,30,60,10,32
2215,50,60,70,40,55
2216,50,50,10,50,42
2217,90,70,80,60,76
2218,10,60,20,60,37
2219,90,20,40,70,55
2220,20,20,60,50,34
2221,20,50,50,60,43
2222,40,20,30,30,30
